customer_id,first_name,last_name,email,phone_number,date_of_birth,gender,address_line1,city,state,pincode,signup_date,customer_segment,is_active,last_order_date,updated_at
CUST000011,Urishilla,Sibal,akara@example.org,7593172933,1974-01-06,Male,"H.No. 965, Kala Path",Mumbai,Maharashtra,584013,2024-07-17,Occasional,True,2026-04-13,2026-05-13 16:45:36.999268
CUST000012,Gavin,Jhaveri,jairajpandey@example.net,7730522654,1999-01-13,Male,"H.No. 48
Bora Chowk",Mumbai,Maharashtra,985747,2024-06-02,Premium,False,2026-04-16,2026-05-13 16:45:36.999268
CUST000013,Nitesh,Sura,ekapad58@example.com,8966819378,1980-04-27,Male,"94/82, Ramakrishnan Marg",Jaipur,Rajasthan,789753,2025-08-29,Regular,True,2026-04-21,2026-05-13 16:45:37.000287
CUST000014,Chandresh,Prasad,kharesuhani@example.org,3230289698,1969-11-19,Female,"685
Magar Zila",Kolkata,West Bengal,319307,2023-05-14,Regular,True,2026-04-18,2026-05-13 16:45:37.000287
CUST000015,Girish,Ben,wanne@example.com,0179745801,1988-02-07,Male,"87/10, Sha Nagar",Hyderabad,Telangana,740311,2025-08-19,Premium,False,2026-04-14,2026-05-13 16:45:37.000795
CUST000016,Elijah,Vora,zarnachanda@example.org,3708701309,1981-04-06,Male,"H.No. 039
Khare Chowk",Jaipur,Rajasthan,051016,2024-06-20,Regular,True,2026-04-18,2026-05-13 16:45:37.000795
CUST000017,Ladli,Gandhi,karimaran@example.net,5900366458,1975-12-21,Male,"80
Maharaj",Bangalore,Karnataka,830307,2025-03-03,Occasional,False,2026-04-18,2026-05-13 16:45:37.000795
CUST000018,Maya,Goyal,zsrivastava@example.org,3361574225,1979-07-25,Female,"26/58, Bumb Circle",Mumbai,Maharashtra,078360,2023-10-22,Occasional,True,2026-04-16,2026-05-13 16:45:37.001801
CUST000019,Nimrat,Bansal,ranbir21@example.org,2296473623,1984-02-09,Female,"04, Bawa Nagar",Jaipur,Rajasthan,940536,2024-12-24,Premium,True,2026-05-05,2026-05-13 16:45:37.002309
CUST000020,Anamika,Murthy,psanghvi@example.net,8799368119,1961-05-16,Female,"84/86, Bassi Path",Delhi,Delhi,590753,2023-12-28,Regular,True,2026-04-29,2026-05-13 16:45:37.002309
CUST000021,Gaurika,Srinivas,ishabhatnagar@example.com,0142186759,1983-11-19,Male,"45
Sachdeva Path",Hyderabad,Telangana,705136,2024-08-01,Regular,False,2026-04-17,2026-05-13 16:45:37.003333
CUST000022,Ishanvi,Char,chackoyash@example.com,5284937828,1995-04-02,Female,"401, Nayak",Pune,Maharashtra,026194,2025-03-22,Premium,True,2026-04-15,2026-05-13 16:45:37.003333
CUST000023,Upasna,Yogi,hparsa@example.org,3474996947,1988-08-09,Male,"00
Roy Street",Chennai,Tamil Nadu,290019,2024-06-27,Occasional,False,2026-04-26,2026-05-13 16:45:37.003333
CUST000024,Amaira,Din,tripathimaya@example.com,4644257342,1993-04-08,Female,"426
Chaudhary Path",Bangalore,Karnataka,686329,2025-07-27,Premium,True,2026-05-01,2026-05-13 16:45:37.004374
CUST000025,Oscar,Prasad,subramaniambina@example.net,4727997479,1981-10-13,Male,"493
Thakkar Ganj",Bangalore,Karnataka,851120,2023-07-01,Regular,True,2026-05-09,2026-05-13 16:45:37.004374
CUST000026,Yamini,Shankar,jdeshmukh@example.com,0604121364,1963-08-24,Male,"H.No. 532, Vaidya",Hyderabad,Telangana,869853,2026-01-26,Occasional,True,2026-04-16,2026-05-13 16:45:37.005020
CUST000027,Hiral,Srivastava,ksharma@example.net,7778930867,1963-01-01,Female,"827
Pant Zila",Kolkata,West Bengal,590416,2025-08-01,Occasional,True,2026-05-07,2026-05-13 16:45:37.005020
CUST000028,Indrajit,Dixit,singhmanan@example.com,6626036160,1994-03-06,Male,"61/42
Tripathi Nagar",Bangalore,Karnataka,398647,2024-08-31,Regular,True,2026-05-09,2026-05-13 16:45:37.005538
CUST000029,Widisha,Bhargava,goelqushi@example.com,6655971952,2006-10-27,Female,"H.No. 491
Kapur Street",Kolkata,West Bengal,125482,2024-12-27,Premium,True,2026-04-21,2026-05-13 16:45:37.006047
CUST000030,Zehaan,Devan,amrita06@example.com,4872285465,1986-09-07,Female,"H.No. 48
Hans Ganj",Jaipur,Rajasthan,519434,2024-08-24,Regular,True,2026-04-29,2026-05-13 16:45:37.006572
CUST000031,Yashodhara,Mannan,brijeshpingle@example.net,4097821598,1976-02-23,Male,"40
Chawla Path",Kolkata,West Bengal,130368,2024-10-05,Occasional,False,2026-04-20,2026-05-13 16:45:37.006572
CUST000032,Tamanna,Dhar,korpalpranit@example.com,1687674049,1964-03-20,Male,"H.No. 370
Halder Street",Gurgaon,Haryana,278371,2023-12-10,Occasional,True,2026-04-17,2026-05-13 16:45:37.006572
CUST000033,Om,Mitra,nehaarora@example.com,2420937945,1971-09-14,Male,"22/58, Raman Road",Pune,Maharashtra,397379,2024-04-30,Regular,False,2026-04-15,2026-05-13 16:45:37.006572
CUST000034,Jack,Cherian,vinayabajaj@example.com,6228217629,1966-06-15,Female,"42/521, Mistry Road",Mumbai,Maharashtra,326172,2026-02-19,Premium,True,2026-04-27,2026-05-13 16:45:37.006572
CUST000035,Chakrika,Krishnan,uppalwilliam@example.org,2603639359,2002-09-23,Female,"06/398
Barman Circle",Delhi,Delhi,017791,2024-06-13,Regular,True,2026-04-29,2026-05-13 16:45:37.007659
CUST000036,Unni,Mallick,kapoorjacob@example.org,2053085738,1980-06-16,Female,"01/130
Chaudhari Street",Jaipur,Rajasthan,417419,2024-04-25,Premium,True,2026-04-24,2026-05-13 16:45:37.007659
CUST000037,Barkha,Amble,janyamittal@example.com,6076445366,1991-01-08,Female,"38/234
Kalla Street",Chennai,Tamil Nadu,539838,2023-06-14,Regular,True,2026-05-01,2026-05-13 16:45:37.008704
CUST000038,Akshay,Kari,diyaborde@example.org,5692793316,1976-05-17,Female,"27/16
Sachdev Ganj",Bangalore,Karnataka,075387,2023-09-20,Regular,True,2026-05-11,2026-05-13 16:45:37.008704
CUST000039,Qarin,De,max32@example.org,2359574188,2007-03-12,Male,"57
Deep Circle",Gurgaon,Haryana,355750,2024-09-02,Occasional,True,2026-05-03,2026-05-13 16:45:37.008704
CUST000040,Samaksh,Dhaliwal,abdul24@example.org,4979012762,1976-05-05,Male,"23
Sura Marg",Mumbai,Maharashtra,009146,2023-12-08,Occasional,True,2026-04-25,2026-05-13 16:45:37.008704
CUST000041,Michael,Arya,maanav73@example.net,0394961849,1970-09-24,Male,"64/95
Chandran Road",Hyderabad,Telangana,127667,2025-03-26,Regular,True,2026-05-05,2026-05-13 16:45:37.009884
CUST000042,Anusha,Kapadia,netrabhagat@example.net,3864878520,1969-08-07,Male,"74/39, Dhingra Ganj",Hyderabad,Telangana,803663,2025-04-05,Premium,True,2026-05-12,2026-05-13 16:45:37.009884
CUST000043,Hitesh,Hari,yutika54@example.net,2216147414,1994-06-15,Female,"85/477, Dubey Zila",Delhi,Delhi,941440,2024-10-27,Occasional,True,2026-05-08,2026-05-13 16:45:37.009884
CUST000044,Tanay,Palan,prishadash@example.net,0383104099,1977-06-03,Male,"42/917
Chacko Road",Mumbai,Maharashtra,216622,2023-12-23,Premium,True,2026-04-29,2026-05-13 16:45:37.009884
CUST000045,Brinda,Buch,ebadal@example.com,4667306011,2001-01-12,Male,"74/72, Badal Chowk",Hyderabad,Telangana,935921,2026-01-30,Regular,True,2026-04-28,2026-05-13 16:45:37.009884
CUST000046,Warjas,Chowdhury,palyamini@example.org,9607080391,1963-09-07,Male,"906
Yadav Circle",Mumbai,Maharashtra,944126,2025-09-21,Occasional,True,2026-04-26,2026-05-13 16:45:37.009884
CUST000047,Logan,Dara,suhanikant@example.net,3178736202,1967-05-28,Female,"01/24, Manne Ganj",Mumbai,Maharashtra,267320,2024-08-23,Premium,False,2026-05-05,2026-05-13 16:45:37.009884
CUST000048,Parth,Batra,mason27@example.com,7148187887,1999-12-10,Male,"H.No. 567, Konda",Hyderabad,Telangana,901793,2023-06-07,Occasional,False,2026-05-03,2026-05-13 16:45:37.011066
CUST000049,Rayaan,Divan,netrabalay@example.net,1644768948,1981-05-02,Male,"91/022
Krishna Street",Kolkata,West Bengal,063831,2024-01-06,Occasional,True,2026-04-13,2026-05-13 16:45:37.011066
CUST000050,Ekaraj,Dara,babuonveer@example.com,5129435276,1988-05-27,Female,"720
Halder Ganj",Delhi,Delhi,398858,2025-05-25,Regular,True,2026-05-06,2026-05-13 16:45:37.011066
CUST000051,Ekanta,Das,guptabalhaar@example.org,2840257639,1971-05-05,Female,"52/226, Choudhary",Mumbai,Maharashtra,569931,2023-10-29,Occasional,True,2026-04-18,2026-05-13 16:45:37.011066
CUST000052,Jonathan,Sodhi,purikashish@example.com,4732061511,2002-10-31,Male,"158, Karpe",Gurgaon,Haryana,053571,2023-08-13,Regular,False,2026-04-27,2026-05-13 16:45:37.011066
CUST000053,David,Keer,warrioryachana@example.net,6158676814,1999-01-02,Male,"208
Pandey Marg",Jaipur,Rajasthan,824088,2025-06-18,Occasional,True,2026-05-04,2026-05-13 16:45:37.011066
CUST000054,Ucchal,Kibe,irachauhan@example.net,8137321713,1989-01-08,Male,"13/20, Murty Circle",Kolkata,West Bengal,115487,2026-04-01,Regular,True,2026-04-25,2026-05-13 16:45:37.011066
CUST000055,Owen,Ratti,qsaraf@example.com,4450249988,1967-11-16,Male,"70/897
Pandit",Bangalore,Karnataka,499150,2024-10-27,Premium,True,2026-04-16,2026-05-13 16:45:37.011066
CUST000056,Atharv,Prabhakar,dhruvdave@example.net,6658715834,1962-10-17,Male,"92/59, Butala Zila",Pune,Maharashtra,276634,2024-02-18,Premium,True,2026-04-23,2026-05-13 16:45:37.011066
CUST000057,Ansh,Pradhan,mallekta@example.org,0669306315,1964-05-13,Female,"10
Bahl Marg",Bangalore,Karnataka,987279,2023-05-17,Premium,True,2026-04-24,2026-05-13 16:45:37.011066
CUST000058,Vidhi,Sengupta,sureshhritik@example.org,6021666578,1997-01-26,Male,"28/16, Parmar",Chennai,Tamil Nadu,729827,2024-10-01,Premium,True,2026-05-07,2026-05-13 16:45:37.012574
CUST000059,Aryan,Dixit,maya59@example.net,6875249228,1961-05-12,Male,"H.No. 62
Natarajan Nagar",Bangalore,Karnataka,449993,2024-02-12,Regular,True,2026-05-03,2026-05-13 16:45:37.012574
CUST000060,Yauvani,Prakash,gautam50@example.com,6312255054,1973-01-25,Male,"H.No. 65
Manda Nagar",Jaipur,Rajasthan,241971,2026-03-10,Occasional,True,2026-05-08,2026-05-13 16:45:37.012574
CUST000061,Umang,Tailor,guhawarinder@example.net,9201820236,2005-09-04,Male,"437
Bhandari Circle",Kolkata,West Bengal,358142,2024-12-24,Regular,False,2026-05-12,2026-05-13 16:45:37.012574
CUST000062,Bakhshi,Nagarajan,vdhar@example.org,1866609103,1999-09-25,Female,"50
Chandran Street",Hyderabad,Telangana,257412,2024-11-14,Occasional,True,2026-04-13,2026-05-13 16:45:37.012574
CUST000063,Gopal,Tak,ozawriddhish@example.org,2906128880,1979-09-10,Female,"26/49, Chadha",Mumbai,Maharashtra,064506,2024-06-15,Premium,False,2026-04-15,2026-05-13 16:45:37.012574
CUST000064,Edhitha,Bala,saumyaanand@example.org,2094691917,1975-02-15,Female,"H.No. 682
Tata Path",Kolkata,West Bengal,976618,2024-09-25,Regular,True,2026-04-15,2026-05-13 16:45:37.012574
CUST000065,Aadhya,Chakraborty,harshbrar@example.com,7092218823,1987-10-30,Male,"H.No. 96, Om Circle",Bangalore,Karnataka,388665,2024-05-22,Occasional,False,2026-04-25,2026-05-13 16:45:37.014106
CUST000066,Anmol,Ravi,tkumar@example.net,7876120679,1967-02-21,Male,"142, Sarna Nagar",Bangalore,Karnataka,442828,2025-12-29,Occasional,True,2026-04-16,2026-05-13 16:45:37.014106
CUST000067,Advaith,Pillay,snadkarni@example.net,0948916455,2007-11-18,Female,"513, Sachdev Road",Jaipur,Rajasthan,689648,2025-04-19,Occasional,False,2026-05-02,2026-05-13 16:45:37.014692
CUST000068,Ikshita,Andra,urmighose@example.org,2451085776,1986-04-07,Female,"H.No. 25
Sathe Road",Bangalore,Karnataka,367280,2023-10-30,Occasional,False,2026-05-07,2026-05-13 16:45:37.014692
CUST000069,Akshay,Bava,ybali@example.com,7263283556,1999-10-24,Female,"64/393, Peri Marg",Bangalore,Karnataka,161625,2024-08-01,Premium,True,2026-05-08,2026-05-13 16:45:37.014692
CUST000070,Urmi,De,samarth60@example.com,9458892685,1994-06-08,Female,"H.No. 81
Khatri Road",Bangalore,Karnataka,076220,2025-05-16,Occasional,True,2026-04-22,2026-05-13 16:45:37.014692
CUST000071,Ishaan,Kale,luthrayashvi@example.org,3253189510,1976-12-04,Male,"791
Bose Nagar",Delhi,Delhi,732674,2023-10-09,Regular,False,2026-04-27,2026-05-13 16:45:37.014692
CUST000072,Radhika,Divan,auroraqabil@example.com,2647552956,1977-07-23,Female,"81/98, Nagi Ganj",Chennai,Tamil Nadu,094592,2024-05-10,Occasional,True,2026-04-14,2026-05-13 16:45:37.015775
CUST000073,Guneet,Kuruvilla,dkant@example.org,5587932995,1984-01-27,Male,"H.No. 99
Sethi Zila",Mumbai,Maharashtra,166617,2025-04-20,Regular,False,2026-04-20,2026-05-13 16:45:37.015775
CUST000074,Damyanti,Solanki,umannan@example.com,3626023189,1985-12-23,Male,"56, Parsa Nagar",Jaipur,Rajasthan,776322,2025-05-11,Premium,True,2026-04-20,2026-05-13 16:45:37.015775
CUST000075,Indrajit,Oak,dayalupadhriti@example.net,9391684942,1993-08-23,Male,"H.No. 67
Balay Chowk",Gurgaon,Haryana,821389,2025-10-31,Regular,False,2026-04-14,2026-05-13 16:45:37.016378
CUST000076,Janaki,Kapur,loyalsathvik@example.net,6891539717,1965-03-17,Male,"46/216
Chowdhury Marg",Gurgaon,Haryana,609366,2025-04-02,Occasional,True,2026-05-06,2026-05-13 16:45:37.016378
CUST000077,Advaith,Mandal,qmaster@example.net,2726200073,1984-10-29,Female,"H.No. 573
Srivastava",Kolkata,West Bengal,074430,2025-09-29,Occasional,True,2026-04-17,2026-05-13 16:45:37.016378
CUST000078,Hamsini,Krishnan,saneaarini@example.com,5291665355,1971-01-23,Female,"H.No. 641
Thaman Marg",Delhi,Delhi,220295,2025-10-18,Regular,True,2026-04-15,2026-05-13 16:45:37.016378
CUST000079,Atharv,Karpe,jgoswami@example.org,3035291953,1964-07-02,Female,"H.No. 687
Gera Marg",Jaipur,Rajasthan,685598,2024-05-23,Regular,True,2026-04-29,2026-05-13 16:45:37.016378
CUST000080,Janani,Thaman,rsahota@example.org,0200016139,1967-10-23,Female,"25/88, Cheema Zila",Chennai,Tamil Nadu,141384,2024-04-12,Premium,False,2026-04-25,2026-05-13 16:45:37.016378
CUST000081,Balendra,Sunder,bediwyatt@example.com,5768575139,1970-07-08,Male,"53, Kapoor Zila",Delhi,Delhi,709808,2024-01-23,Occasional,True,2026-04-20,2026-05-13 16:45:37.016378
CUST000082,Kamala,Hayer,srinivaslajita@example.com,3217066455,1991-12-20,Male,"81/176, Char Zila",Mumbai,Maharashtra,096530,2026-01-08,Occasional,True,2026-04-17,2026-05-13 16:45:37.016378
CUST000083,Falan,Maharaj,harinakshivora@example.net,3214715440,1962-09-29,Female,"24
Randhawa Circle",Kolkata,West Bengal,223261,2023-05-18,Occasional,True,2026-04-16,2026-05-13 16:45:37.017968
CUST000084,Daksha,Sabharwal,choudhurygeorge@example.org,4522290315,1981-07-04,Female,"41/36
Murthy",Chennai,Tamil Nadu,079737,2024-07-18,Occasional,True,2026-05-07,2026-05-13 16:45:37.017968
CUST000085,Sanya,Saran,gwali@example.net,4360364309,1971-06-28,Female,"H.No. 181, Dhar Road",Pune,Maharashtra,247009,2023-05-26,Occasional,False,2026-04-17,2026-05-13 16:45:37.017968
CUST000086,Oeshi,Kade,vasatika16@example.org,6176573778,1962-04-09,Female,"H.No. 58
Palla Circle",Bangalore,Karnataka,816554,2023-07-19,Regular,True,2026-04-15,2026-05-13 16:45:37.017968
CUST000087,Omkaar,Sampath,suraikbal@example.net,2297617145,1989-03-17,Male,"52, Ratti Zila",Chennai,Tamil Nadu,484636,2026-03-02,Premium,True,2026-05-01,2026-05-13 16:45:37.017968
CUST000088,Aryan,Comar,zashilraja@example.net,1716712286,1962-04-08,Male,"73, Varghese",Jaipur,Rajasthan,690324,2023-09-08,Occasional,False,2026-04-21,2026-05-13 16:45:37.019070
CUST000089,Eshana,Balasubramanian,rehaan29@example.org,0301143872,1999-03-14,Male,"H.No. 241, Batta Path",Bangalore,Karnataka,673192,2025-09-26,Premium,True,2026-04-16,2026-05-13 16:45:37.019070
CUST000090,Ijaya,Ganguly,shanbalendra@example.com,0042211761,1997-08-04,Female,"H.No. 735, Mutti Path",Hyderabad,Telangana,446624,2024-08-26,Premium,True,2026-04-15,2026-05-13 16:45:37.019070
CUST000091,Arjun,Boase,warinderchoudhry@example.com,4377861790,1986-02-24,Female,"76/163, Swaminathan Zila",Jaipur,Rajasthan,671164,2024-10-24,Occasional,False,2026-04-29,2026-05-13 16:45:37.019070
CUST000092,Dhriti,Chopra,sanimason@example.com,2933034856,1973-07-21,Female,"49/03
Toor Street",Gurgaon,Haryana,711361,2023-05-27,Occasional,False,2026-04-20,2026-05-13 16:45:37.020147
CUST000093,Gabriel,Aurora,golaindira@example.com,9477151200,1976-12-15,Male,"93/345, Kamdar Ganj",Jaipur,Rajasthan,078901,2025-04-10,Regular,True,2026-05-06,2026-05-13 16:45:37.020654
CUST000094,Nakul,Mishra,qadimpatel@example.net,5168387010,1982-12-22,Male,"86/01
Badal",Hyderabad,Telangana,877473,2024-08-20,Regular,True,2026-05-11,2026-05-13 16:45:37.020654
CUST000095,Sachi,Sibal,avi85@example.org,0612340098,2007-07-13,Male,"96/19, Narang",Mumbai,Maharashtra,100675,2024-07-20,Premium,True,2026-04-27,2026-05-13 16:45:37.020654
CUST000096,Jackson,Raj,qshah@example.com,8989169302,2006-12-23,Male,"661, Nazareth Road",Bangalore,Karnataka,290895,2024-08-04,Occasional,False,2026-05-09,2026-05-13 16:45:37.020654
CUST000097,Ishanvi,Khalsa,parth85@example.com,3696475731,1997-12-06,Female,"525, Raval Street",Gurgaon,Haryana,197346,2025-07-01,Occasional,True,2026-04-30,2026-05-13 16:45:37.021740
CUST000098,Bhavya,Dubey,hayreganga@example.org,0255592031,1987-06-04,Female,"085
Sunder Circle",Delhi,Delhi,023940,2025-07-11,Regular,True,2026-04-29,2026-05-13 16:45:37.021740
CUST000099,Widisha,Comar,urajagopalan@example.net,3433699725,2003-06-30,Female,"34
Cheema Path",Gurgaon,Haryana,475265,2024-10-30,Premium,True,2026-05-11,2026-05-13 16:45:37.021740
CUST000100,Indrajit,Mutti,tanvi99@example.net,3598074604,1982-11-11,Female,"37, Dua",Chennai,Tamil Nadu,013565,2025-07-26,Occasional,True,2026-04-28,2026-05-13 16:45:37.021740
CUST000101,Om,Rajan,sarmalipika@example.com,7592694806,1995-10-03,Female,"H.No. 568, Pradhan Chowk",Jaipur,Rajasthan,747061,2025-03-25,Premium,True,2026-05-02,2026-05-13 16:45:37.022761
CUST000102,Utkarsh,Sampath,csur@example.com,5980046610,1988-06-21,Male,"09, Pandit Chowk",Bangalore,Karnataka,394668,2024-12-15,Regular,True,2026-04-28,2026-05-13 16:45:37.022761
CUST000103,Nitesh,Dash,yohannantripti@example.com,8091946479,1967-04-28,Male,"H.No. 393
Oak Marg",Mumbai,Maharashtra,108491,2025-07-02,Regular,False,2026-05-05,2026-05-13 16:45:37.022761
CUST000104,Ishanvi,Boase,biswasomya@example.net,7853248929,2006-04-06,Male,"H.No. 060, Kant",Kolkata,West Bengal,949560,2024-03-31,Premium,False,2026-04-28,2026-05-13 16:45:37.022761
CUST000105,Gautami,Rao,gavinramaswamy@example.org,8247960590,1968-01-27,Male,"H.No. 56
De Road",Jaipur,Rajasthan,902949,2023-09-04,Occasional,True,2026-04-14,2026-05-13 16:45:37.022761
CUST000106,Fitan,Chahal,ktrivedi@example.net,9233179985,1965-10-03,Female,"16
Srivastava Zila",Chennai,Tamil Nadu,419651,2024-10-11,Occasional,True,2026-04-23,2026-05-13 16:45:37.023778
CUST000107,Dakshesh,Tiwari,george41@example.net,5547005723,1987-01-05,Male,"H.No. 22
Johal Street",Delhi,Delhi,288839,2026-01-16,Occasional,True,2026-04-22,2026-05-13 16:45:37.023778
CUST000108,Nachiket,Tripathi,cheemasneha@example.com,9547788813,1995-08-13,Male,"33/627
Bakshi Street",Delhi,Delhi,288671,2024-10-25,Occasional,False,2026-04-20,2026-05-13 16:45:37.023778
CUST000109,Farhan,Wali,mdhar@example.org,4193082321,1984-02-29,Female,"89, Ratti Street",Pune,Maharashtra,320225,2024-08-28,Regular,True,2026-05-09,2026-05-13 16:45:37.023778
CUST000110,Vinaya,Sura,raksha03@example.org,6728529997,1974-11-25,Male,"84/438
Ganesan Nagar",Jaipur,Rajasthan,113821,2025-09-28,Regular,True,2026-04-27,2026-05-13 16:45:37.023778
CUST000111,Lakshit,Brahmbhatt,yug82@example.net,4262463303,1992-01-13,Female,"H.No. 321
Kota Ganj",Delhi,Delhi,442845,2026-03-08,Occasional,True,2026-05-09,2026-05-13 16:45:37.024792
CUST000112,Qabil,Ahuja,chasmumsachar@example.net,4702386028,1987-10-08,Female,"33/339
Sinha Zila",Chennai,Tamil Nadu,025280,2023-08-01,Occasional,True,2026-04-19,2026-05-13 16:45:37.024792
CUST000113,Mason,Yogi,urishilla74@example.net,0822290634,1995-08-22,Male,"166
Viswanathan Ganj",Hyderabad,Telangana,143257,2024-08-07,Occasional,False,2026-04-23,2026-05-13 16:45:37.024792
CUST000114,Abdul,Panchal,ekantika02@example.net,3604172665,2001-02-28,Female,"36, Cheema Path",Kolkata,West Bengal,121374,2026-02-15,Regular,True,2026-05-07,2026-05-13 16:45:37.024792
CUST000115,Tanvi,Master,januja10@example.net,3395704008,1972-03-11,Male,"H.No. 84
Sawhney Street",Delhi,Delhi,706265,2024-05-01,Premium,False,2026-05-02,2026-05-13 16:45:37.024792
CUST000116,Utkarsh,Jhaveri,benjanaki@example.com,2700292867,1987-03-08,Male,"H.No. 47
Sridhar Chowk",Delhi,Delhi,488755,2025-12-22,Premium,True,2026-04-15,2026-05-13 16:45:37.025801
CUST000117,Aachal,Ben,qsathe@example.net,1237451287,1992-09-28,Male,"457
Chander Marg",Gurgaon,Haryana,004844,2024-02-18,Occasional,True,2026-05-07,2026-05-13 16:45:37.025801
CUST000118,Falguni,Sen,nmanne@example.net,1766635343,1970-04-06,Male,"21/229
Taneja Nagar",Kolkata,West Bengal,626047,2024-09-12,Premium,True,2026-04-14,2026-05-13 16:45:37.025801
CUST000119,Saumya,Mani,rgrewal@example.org,2827671354,1990-08-29,Female,"H.No. 60
Sarraf Path",Pune,Maharashtra,351782,2023-12-02,Occasional,False,2026-05-02,2026-05-13 16:45:37.025801
CUST000120,Adweta,Goel,maharajdarpan@example.org,2625603236,2000-05-15,Male,"65/81, Balay Chowk",Delhi,Delhi,699073,2023-10-23,Occasional,True,2026-04-13,2026-05-13 16:45:37.026801
CUST000121,Charvi,Chokshi,fsrivastava@example.com,3085322684,1996-09-07,Male,"60, Mohan Marg",Jaipur,Rajasthan,957191,2025-01-21,Premium,True,2026-05-11,2026-05-13 16:45:37.026801
CUST000122,Abhimanyu,Kari,dasamruta@example.org,8371038645,1989-12-12,Male,"95, Kunda Street",Hyderabad,Telangana,824159,2026-03-30,Regular,True,2026-05-04,2026-05-13 16:45:37.026801
CUST000123,Saumya,Rai,oraj@example.com,2399606512,1995-05-30,Female,"843
Dash Nagar",Hyderabad,Telangana,987430,2024-11-14,Occasional,True,2026-04-17,2026-05-13 16:45:37.026801
CUST000124,Jackson,Dua,libni60@example.org,6750159216,1978-04-13,Female,"60/76
Prakash Chowk",Pune,Maharashtra,635077,2023-10-24,Occasional,True,2026-04-16,2026-05-13 16:45:37.026801
CUST000125,Nidhi,Mukhopadhyay,bhayre@example.net,4839470667,1981-08-04,Female,"H.No. 76, Dugar Zila",Gurgaon,Haryana,158208,2025-11-09,Premium,True,2026-05-12,2026-05-13 16:45:37.027802
CUST000126,Vidhi,Basu,ckadakia@example.com,1595730336,1995-02-19,Female,"H.No. 87, Bala Marg",Delhi,Delhi,874990,2024-09-25,Occasional,False,2026-05-09,2026-05-13 16:45:37.027802
CUST000127,Kashish,Shenoy,qarin26@example.org,7944655300,1991-10-05,Female,"H.No. 648
Wable Road",Gurgaon,Haryana,738613,2024-07-09,Regular,False,2026-04-21,2026-05-13 16:45:37.027802
CUST000128,Kamya,Baria,ethan05@example.com,7305379579,1966-04-29,Female,"42/29, Bhargava Nagar",Hyderabad,Telangana,613518,2023-07-14,Occasional,False,2026-05-09,2026-05-13 16:45:37.028310
CUST000129,Netra,Balakrishnan,praneel61@example.com,6225974940,2001-10-02,Male,"74/784
Gara Zila",Jaipur,Rajasthan,954974,2024-02-18,Premium,True,2026-04-21,2026-05-13 16:45:37.028310
CUST000130,Aditya,Mohan,jairajram@example.net,4810291777,1970-06-16,Female,"13/80
Radhakrishnan Circle",Bangalore,Karnataka,475847,2023-07-03,Occasional,True,2026-04-14,2026-05-13 16:45:37.028310
CUST000131,Edhitha,Bansal,saipuri@example.org,9920418146,2005-01-25,Male,"25/75
Morar Ganj",Mumbai,Maharashtra,341187,2025-12-20,Regular,True,2026-05-04,2026-05-13 16:45:37.028310
